PropertyID,ParcelID,LandUse,PropertyAddress,PropertyCity,Acreage,TaxDistrict,LandValue,BuildingValue,TotalValue,YearBuilt,Bedrooms,FullBath,HalfBath,OwnerID
15593,052 03 0 083.00,SINGLE FAMILY,901  HOSPITAL DR, MADISON,0.45,GENERAL SERVICES DISTRICT,27000.0,48900.0,75900.0,1960,2,1,0,3535
53201,052 03 0 085.00,SINGLE FAMILY,909 HOSPITAL  DR, MADISON,0.4,GENERAL SERVICES DISTRICT,27000.0,99700.0,126700.0,1940,4,3,0,3536
10812,052 03 0 089.00,SINGLE FAMILY,781  HOSPITAL DR, MADISON,0.39,GENERAL SERVICES DISTRICT,27000.0,45800.0,72800.0,1940,2,1,0,3537
26270,052 03 0 105.00,DUPLEX,612  CENTER ST, MADISON,0.53,GENERAL SERVICES DISTRICT,27000.0,37400.0,64400.0,1930,4,2,0,3538
28205,052 03 0 156.00,ZERO LOT LINE,308  MANZANO RD, MADISON,0.24,GENERAL SERVICES DISTRICT,10000.0,64900.0,81000.0,1986,3,2,0,3539
28206,052 03 0 158.00,ZERO LOT LINE,310  MANZANO RD, MADISON,0.22,GENERAL SERVICES DISTRICT,10000.0,64900.0,81000.0,1986,3,2,0,3540
54680,052 03 0 162.00,SINGLE FAMILY,636 KINSEY  BLVD, MADISON,0.23,GENERAL SERVICES DISTRICT,16000.0,82100.0,98100.0,1994,2,2,0,3541
53202,052 03 0 171.00,SINGLE FAMILY,455 KINSEY  BLVD, MADISON,0.24,GENERAL SERVICES DISTRICT,16000.0,87700.0,106300.0,1990,3,2,0,3542
54681,052 03 0 178.00,SINGLE FAMILY,313 MANZANO  RD, MADISON,0.23,GENERAL SERVICES DISTRICT,20000.0,67800.0,87800.0,1995,3,2,0,3544
44125,052 03 0 180.00,SINGLE FAMILY,309  MANZANO RD, MADISON,0.23,GENERAL SERVICES DISTRICT,20000.0,81000.0,103800.0,1995,3,2,0,3545
36562,052 04 0 055.00,SINGLE FAMILY,1049  MALLOW DR, MADISON,0.19,GENERAL SERVICES DISTRICT,20000.0,85100.0,105100.0,1976,3,1,1,3548
56122,052 04 0 074.00,SINGLE FAMILY,245 MANZANO  RD, MADISON,0.23,GENERAL SERVICES DISTRICT,20000.0,102700.0,122700.0,1976,3,2,0,3549
4573,052 04 0 075.00,SINGLE FAMILY,241  MANZANO RD, MADISON,0.23,GENERAL SERVICES DISTRICT,20000.0,72800.0,92800.0,1977,4,1,1,3550
53203,052 04 0 075.00,SINGLE FAMILY,241 MANZANO  RD, MADISON,0.23,GENERAL SERVICES DISTRICT,20000.0,72800.0,92800.0,1977,4,1,1,3550
10813,052 04 0 094.00,VACANT RES LAND,1104  CHEYENNE BLVD, MADISON,0.59,GENERAL SERVICES DISTRICT,29000.0,148800.0,177800.0,2014,3,2,0,3552
25109,052 04 0 094.00,SINGLE FAMILY,1104  CHEYENNE BLVD, MADISON,0.59,GENERAL SERVICES DISTRICT,29000.0,148800.0,177800.0,2014,3,2,0,3552
48819,052 04 0 094.00,SINGLE FAMILY,1104 CHEYENNE  BLVD, MADISON,0.59,GENERAL SERVICES DISTRICT,29000.0,148800.0,177800.0,2014,3,2,0,3552
54685,052 05 0 009.00,SINGLE FAMILY,858 GALLAVISTA  AVE, MADISON,0.22,GENERAL SERVICES DISTRICT,16000.0,52000.0,68000.0,1954,2,1,0,3566
14465,052 05 0 018.00,SINGLE FAMILY,833  GALLAVISTA AVE, MADISON,0.22,GENERAL SERVICES DISTRICT,16000.0,41000.0,57000.0,1940,2,1,0,3567
50686,052 05 0 018.00,SINGLE FAMILY,833 GALLAVISTA  AVE, MADISON,0.22,GENERAL SERVICES DISTRICT,16000.0,41000.0,57000.0,1940,2,1,0,3567
54686,052 05 0 023.00,SINGLE FAMILY,836 WALNUT  ST, MADISON,0.44,GENERAL SERVICES DISTRICT,20000.0,86500.0,113100.0,1935,3,2,0,3569
22787,052 05 0 025.00,SINGLE FAMILY,842  WALNUT ST, MADISON,0.46,GENERAL SERVICES DISTRICT,20000.0,64200.0,94300.0,1935,2,1,0,3570
31262,052 05 0 037.00,SINGLE FAMILY,324  MADISON BLVD, MADISON,0.21,GENERAL SERVICES DISTRICT,16000.0,94500.0,110500.0,1945,3,2,0,3571
53204,052 05 0 037.00,SINGLE FAMILY,324 MADISON  BLVD, MADISON,0.21,GENERAL SERVICES DISTRICT,16000.0,94500.0,110500.0,1945,3,2,0,3571
680,052 05 0 038.00,SINGLE FAMILY,328  MADISON BLVD, MADISON,0.25,GENERAL SERVICES DISTRICT,16000.0,56700.0,72700.0,1950,2,1,0,3573
16974,052 05 0 043.00,SINGLE FAMILY,837  WALNUT ST, MADISON,0.28,GENERAL SERVICES DISTRICT,16000.0,76300.0,94700.0,1950,3,1,0,3574
9837,052 05 0 049.00,SINGLE FAMILY,425  EMMITT AVE, MADISON,0.35,GENERAL SERVICES DISTRICT,16000.0,20000.0,36000.0,1948,2,1,0,3575
29535,052 05 0 056.00,SINGLE FAMILY,830  DENSON AVE, MADISON,0.27,GENERAL SERVICES DISTRICT,16000.0,60900.0,76900.0,1950,3,2,0,3578
8943,052 05 0 066.00,SINGLE FAMILY,402  EMMITT AVE, MADISON,0.37,GENERAL SERVICES DISTRICT,16000.0,50600.0,71600.0,1945,2,1,0,3579
44126,052 05 0 071.00,SINGLE FAMILY,422  EMMITT AVE, MADISON,0.43,GENERAL SERVICES DISTRICT,16000.0,85800.0,107400.0,1945,3,1,1,3580
33110,052 05 0 073.00,DUPLEX,428  EMMITT AVE, MADISON,0.28,GENERAL SERVICES DISTRICT,16000.0,62800.0,78800.0,1945,2,2,0,3581
45367,052 05 0 075.00,SINGLE FAMILY,432  EMMITT AVE, MADISON,0.22,GENERAL SERVICES DISTRICT,16000.0,89500.0,106900.0,1945,3,2,0,3582
54687,052 05 0 075.00,SINGLE FAMILY,432 EMMITT  AVE, MADISON,0.22,GENERAL SERVICES DISTRICT,16000.0,89500.0,106900.0,1945,3,2,0,3582
33111,052 05 0 145.00,SINGLE FAMILY,933  DENSON AVE, MADISON,0.16,GENERAL SERVICES DISTRICT,8000.0,46200.0,54200.0,1954,2,1,0,3588
41997,052 05 0 190.00,SINGLE FAMILY,861  IDLEWILD DR, MADISON,0.42,GENERAL SERVICES DISTRICT,20000.0,66000.0,86000.0,1940,2,1,0,3589
47067,052 05 0 190.00,SINGLE FAMILY,861  IDLEWILD DR, MADISON,0.42,GENERAL SERVICES DISTRICT,20000.0,66000.0,86000.0,1940,2,1,0,3589
18430,052 05 0 195.00,SINGLE FAMILY,883  IDLEWILD DR, MADISON,0.5,GENERAL SERVICES DISTRICT,20000.0,90400.0,118500.0,1940,2,2,0,3591
8023,052 05 0 199.00,SINGLE FAMILY,896  IDLEWILD DR, MADISON,0.76,GENERAL SERVICES DISTRICT,20000.0,115600.0,139800.0,1944,4,2,0,3592
22788,052 05 0 200.00,DUPLEX,882  IDLEWILD DR, MADISON,0.57,GENERAL SERVICES DISTRICT,19000.0,90900.0,109900.0,1945,4,2,0,3593
21352,052 05 0 255.00,DUPLEX,1024  RED BUD TER, MADISON,0.29,GENERAL SERVICES DISTRICT,16000.0,83100.0,99100.0,1986,4,2,0,3595
21353,052 05 0 256.00,DUPLEX,1028  RED BUD TER, MADISON,0.3,GENERAL SERVICES DISTRICT,16000.0,86700.0,102700.0,1985,4,2,0,3596
7058,052 05 0 275.00,SINGLE FAMILY,420  K C CT, MADISON,0.16,GENERAL SERVICES DISTRICT,16000.0,87400.0,103400.0,2001,3,2,0,3598
41998,052 05 0 275.00,SINGLE FAMILY,420  K C CT, MADISON,0.16,GENERAL SERVICES DISTRICT,16000.0,87400.0,103400.0,2001,3,2,0,3598
22789,052 06 0 047.00,SINGLE FAMILY,732  FLORENCE CIR, MADISON,0.71,GENERAL SERVICES DISTRICT,26400.0,89600.0,122900.0,1952,2,1,0,3613
8945,052 06 0 054.00,SINGLE FAMILY,704  FLORENCE CIR, MADISON,0.57,GENERAL SERVICES DISTRICT,26400.0,111600.0,138000.0,1950,4,1,0,3615
681,052 06 0 086.00,SINGLE FAMILY,828  NEELYS BEND RD, MADISON,0.75,GENERAL SERVICES DISTRICT,33000.0,208900.0,241900.0,1985,4,3,0,3619
259,052 06 0 093.00,SINGLE FAMILY,846  FLORENCE CIR, MADISON,0.53,GENERAL SERVICES DISTRICT,48000.0,174000.0,222000.0,1962,4,2,0,3620
34837,052 06 0 124.00,SINGLE FAMILY,714  TAHLENA AVE, MADISON,0.79,GENERAL SERVICES DISTRICT,33000.0,142900.0,193700.0,2007,3,2,0,3622
36566,052 07 0 005.00,SINGLE FAMILY,629  KINSEY BLVD, MADISON,0.64,GENERAL SERVICES DISTRICT,25000.0,50100.0,82800.0,1958,3,1,0,3624
53206,052 07 0 010.00,DUPLEX,632 CENTER  ST, MADISON,0.52,GENERAL SERVICES DISTRICT,25000.0,85600.0,116400.0,1948,3,2,0,3625
29536,052 07 0 016.00,ZERO LOT LINE,633  CENTER ST, MADISON,0.39,GENERAL SERVICES DISTRICT,20000.0,55000.0,75000.0,1986,2,1,0,3627
15594,052 07 0 024.00,SINGLE FAMILY,616  LARKIN SPRINGS RD, MADISON,0.78,GENERAL SERVICES DISTRICT,25000.0,102900.0,127900.0,1955,3,2,0,3628
44128,052 07 0 028.00,DUPLEX,632  LARKIN SPRINGS RD, MADISON,0.51,GENERAL SERVICES DISTRICT,25000.0,93500.0,118500.0,1959,4,2,0,3629
3301,052 07 0 054.00,SINGLE FAMILY,920  BERWICK TRL, MADISON,0.84,GENERAL SERVICES DISTRICT,48000.0,145800.0,193800.0,1964,3,1,1,3631
15595,052 07 0 098.00,SINGLE FAMILY,105  SANITARIUM RD, MADISON,0.49,GENERAL SERVICES DISTRICT,22000.0,65500.0,87500.0,1945,2,1,0,3636
40716,052 07 0 100.00,SINGLE FAMILY,113  SANITARIUM RD, MADISON,0.56,GENERAL SERVICES DISTRICT,22000.0,124500.0,146500.0,1935,3,2,0,3637
18432,052 08 0 024.00,SINGLE FAMILY,566  PUEBLO DR, MADISON,0.34,GENERAL SERVICES DISTRICT,27000.0,117700.0,144700.0,1970,3,2,0,3638
48821,052 08 0 029.00,SINGLE FAMILY,540 PUEBLO  DR, MADISON,0.44,GENERAL SERVICES DISTRICT,27000.0,119100.0,146100.0,1970,3,2,0,3639
14466,052 08 0 030.00,SINGLE FAMILY,1213  SHAWNEE RD, MADISON,0.28,GENERAL SERVICES DISTRICT,27000.0,95200.0,122200.0,1971,3,1,1,3640
27186,052 08 0 042.00,SINGLE FAMILY,1205  BLACKFOOT CT, MADISON,0.32,GENERAL SERVICES DISTRICT,27000.0,108300.0,135300.0,1971,3,2,0,3641
10814,052 08 0 050.00,SINGLE FAMILY,549  PUEBLO DR, MADISON,0.37,GENERAL SERVICES DISTRICT,27000.0,115500.0,158500.0,1971,3,1,1,3642
48822,052 08 0 074.00,SINGLE FAMILY,516 PONTIAC  CT, MADISON,0.36,GENERAL SERVICES DISTRICT,27000.0,119100.0,152000.0,1974,3,2,0,3643
5850,052 08 0 106.00,DUPLEX,1184  SIOUX TER, MADISON,0.34,GENERAL SERVICES DISTRICT,27000.0,62100.0,89100.0,1982,4,2,0,3644
50688,052 08 0 111.00,ZERO LOT LINE,1518 MEADOW BEND  DR, MADISON,0.13,GENERAL SERVICES DISTRICT,13000.0,50000.0,63000.0,1984,2,1,0,3645
50689,052 08 0 112.00,ZERO LOT LINE,1514 MEADOW BEND  DR, MADISON,0.1,GENERAL SERVICES DISTRICT,13000.0,50000.0,63000.0,1984,2,1,0,3646
7059,052 08 0 113.00,DUPLEX,1508  MEADOW BEND DR, MADISON,0.24,GENERAL SERVICES DISTRICT,21600.0,63800.0,85400.0,1984,4,2,0,3647
261,052 08 0 114.00,DUPLEX,1504  MEADOW BEND DR, MADISON,0.29,GENERAL SERVICES DISTRICT,21600.0,63800.0,85400.0,1984,4,2,0,3648
262,052 08 0 116.00,DUPLEX,1501  MEADOW BEND DR, MADISON,0.24,GENERAL SERVICES DISTRICT,21600.0,70600.0,92200.0,1984,4,2,0,3649
22790,052 08 0 118.00,DUPLEX,1176  SIOUX TER, MADISON,0.26,GENERAL SERVICES DISTRICT,21600.0,63200.0,84800.0,1984,4,2,0,3650
15596,052 08 0 157.00,SINGLE FAMILY,1544  MEADOW BEND DR, MADISON,0.26,GENERAL SERVICES DISTRICT,21600.0,98600.0,120200.0,1987,3,2,0,3652
8947,052 08 0 159.00,SINGLE FAMILY,1536  MEADOW BEND DR, MADISON,0.23,GENERAL SERVICES DISTRICT,21600.0,101900.0,123500.0,1987,3,2,0,3653
34838,052 08 0 168.00,SINGLE FAMILY,1557  MEADOW BEND DR, MADISON,0.33,GENERAL SERVICES DISTRICT,27000.0,87200.0,114200.0,1988,3,2,0,3654
50690,052 08 0 174.00,ZERO LOT LINE,1516 MEADOW BEND  DR, MADISON,0.1,GENERAL SERVICES DISTRICT,13000.0,48500.0,61500.0,1984,2,1,0,3655
50691,052 08 0 175.00,ZERO LOT LINE,1512 MEADOW BEND  DR, MADISON,0.13,GENERAL SERVICES DISTRICT,13000.0,48500.0,61500.0,1984,2,1,0,3656
41999,052 08 0 178.00,ZERO LOT LINE,1527  MEADOW BEND DR, MADISON,0.11,GENERAL SERVICES DISTRICT,13000.0,51300.0,64300.0,1984,2,1,0,3657
14467,052 08 0 181.00,ZERO LOT LINE,1523  MEADOW BEND DR, MADISON,0.16,GENERAL SERVICES DISTRICT,13000.0,50800.0,63800.0,1984,2,2,0,3658
31265,052 08 0 195.00,SINGLE FAMILY,1108  SIOUX TER, MADISON,0.23,GENERAL SERVICES DISTRICT,21600.0,87200.0,108800.0,1986,3,2,0,3659
9840,052 09 0 002.00,SINGLE FAMILY,425  E PALESTINE AVE, MADISON,0.41,GENERAL SERVICES DISTRICT,20000.0,74100.0,94100.0,1935,3,1,0,3685
56126,052 09 0 027.00,SINGLE FAMILY,1017 AFALLS  AVE, MADISON,0.39,GENERAL SERVICES DISTRICT,54000.0,90300.0,153200.0,1940,3,3,0,3687
56127,052 09 0 028.00,SINGLE FAMILY,1017 BFALLS  AVE, MADISON,0.4,GENERAL SERVICES DISTRICT,54000.0,42800.0,96800.0,1940,2,1,0,3688
38146,052 09 0 035.00,SINGLE FAMILY,1136  GOLDILOCKS ST, MADISON,0.25,GENERAL SERVICES DISTRICT,16000.0,46400.0,62400.0,1950,2,1,0,3689
56128,052 09 0 037.00,SINGLE FAMILY,331 DUE WEST  AVE, MADISON,0.22,GENERAL SERVICES DISTRICT,16000.0,53500.0,69500.0,1950,2,1,0,3690
38147,052 09 0 039.00,SINGLE FAMILY,1137  GOLDILOCKS ST, MADISON,0.25,GENERAL SERVICES DISTRICT,16000.0,48600.0,64600.0,1950,2,1,0,3691
50693,052 09 0 049.00,SINGLE FAMILY,1125 CINDERELLA  ST, MADISON,0.27,GENERAL SERVICES DISTRICT,16000.0,119800.0,142600.0,1946,3,2,0,3692
8026,052 09 0 055.00,SINGLE FAMILY,1104  PETER PAN ST, MADISON,0.27,GENERAL SERVICES DISTRICT,16000.0,45600.0,61600.0,1940,2,1,0,3693
19875,052 09 0 055.00,SINGLE FAMILY,1104  PETER PAN ST, MADISON,0.27,GENERAL SERVICES DISTRICT,16000.0,45600.0,61600.0,1940,2,1,0,3693
38148,052 09 0 063.00,SINGLE FAMILY,1125  PETER PAN ST, MADISON,0.27,GENERAL SERVICES DISTRICT,16000.0,63200.0,79200.0,1946,2,1,0,3698
5852,052 09 0 070.00,SINGLE FAMILY,429  DUE WEST AVE, MADISON,0.52,GENERAL SERVICES DISTRICT,20000.0,79800.0,99800.0,1960,3,1,1,3699
5853,052 09 0 078.00,SINGLE FAMILY,401  GRAPEVINE AVE, MADISON,0.23,GENERAL SERVICES DISTRICT,16000.0,45400.0,61400.0,1930,2,1,1,3700
44129,052 09 0 083.00,SINGLE FAMILY,448  DUE WEST AVE, MADISON,0.43,GENERAL SERVICES DISTRICT,16000.0,103700.0,121200.0,1950,2,1,0,3701
52035,052 09 0 087.00,SINGLE FAMILY,411 GRAPEVINE  AVE, MADISON,0.45,GENERAL SERVICES DISTRICT,16000.0,104700.0,124100.0,1940,2,1,0,3702
54692,052 09 0 087.00,SINGLE FAMILY,411 GRAPEVINE  AVE, MADISON,0.45,GENERAL SERVICES DISTRICT,16000.0,104700.0,124100.0,1940,2,1,0,3702
22791,052 09 0 089.00,SINGLE FAMILY,407  GRAPEVINE AVE, MADISON,0.45,GENERAL SERVICES DISTRICT,16000.0,91900.0,107900.0,1940,4,1,1,3705
43152,052 09 0 091.00,SINGLE FAMILY,416  GRAPEVINE AVE, MADISON,0.34,GENERAL SERVICES DISTRICT,16000.0,107500.0,123500.0,1941,3,2,0,3706
15597,052 09 0 107.00,SINGLE FAMILY,1244  FERNBANK DR, MADISON,0.45,GENERAL SERVICES DISTRICT,16000.0,106100.0,133200.0,1940,2,1,1,3707
4575,052 09 0 140.00,SINGLE FAMILY,1251  FERNBANK DR, MADISON,0.59,GENERAL SERVICES DISTRICT,48000.0,107800.0,161500.0,1940,3,2,0,3708
682,052 09 0 141.00,SINGLE FAMILY,1253  FERNBANK DR, MADISON,0.69,GENERAL SERVICES DISTRICT,60000.0,104700.0,168900.0,1939,2,1,0,3709
38349,052 09 0 168.00,VACANT RESIDENTIAL LAND,0  MIAMI AVE, NASHVILLE,0.13,URBAN SERVICES DISTRICT,30000.0,199600.0,229600.0,2016,3,2,1,3711
38350,052 09 0 168.00,VACANT RESIDENTIAL LAND,0  MIAMI AVE, NASHVILLE,0.13,URBAN SERVICES DISTRICT,30000.0,199600.0,229600.0,2016,3,2,1,3711
38351,052 09 0 168.00,VACANT RESIDENTIAL LAND,0  MIAMI AVE, NASHVILLE,0.13,URBAN SERVICES DISTRICT,30000.0,199600.0,229600.0,2016,3,2,1,3711
11844,052 09 0 172.00,SINGLE FAMILY,2678  MIAMI AVE, NASHVILLE,0.27,URBAN SERVICES DISTRICT,30000.0,199600.0,229600.0,2003,3,2,1,3719
33370,052 09 0 180.00,SINGLE FAMILY,2660  MIAMI AVE, NASHVILLE,0.42,URBAN SERVICES DISTRICT,30000.0,152200.0,182200.0,1975,4,3,0,3720
22792,052 10 0 003.00,SINGLE FAMILY,772  HOWSE AVE, MADISON,0.47,GENERAL SERVICES DISTRICT,54000.0,133700.0,190400.0,1965,3,2,0,3727
52036,052 11 0 032.00,SINGLE FAMILY,804 RIVER  PASS, MADISON,0.58,GENERAL SERVICES DISTRICT,24000.0,94900.0,118900.0,1954,3,2,0,3732
8950,052 12 0 018.00,SINGLE FAMILY,706  NIX PASS, MADISON,0.48,GENERAL SERVICES DISTRICT,25000.0,90600.0,115600.0,1952,2,1,0,3737
40718,052 12 0 031.00,SINGLE FAMILY,713  NIX PASS, MADISON,0.52,GENERAL SERVICES DISTRICT,25000.0,106500.0,133500.0,1952,3,2,0,3738
12430,052 12 0 033.00,SINGLE FAMILY,705  NIX PASS, MADISON,0.48,GENERAL SERVICES DISTRICT,25000.0,79800.0,104800.0,1952,2,1,0,3739
31266,052 12 0 038.00,SINGLE FAMILY,712  COGGIN PASS, MADISON,0.45,GENERAL SERVICES DISTRICT,25000.0,127200.0,162900.0,1953,3,1,0,3740
28207,052 12 0 041.00,SINGLE FAMILY,717  COGGIN PASS, MADISON,0.48,GENERAL SERVICES DISTRICT,25000.0,128000.0,153000.0,1953,3,2,0,3741
21355,052 12 0 055.00,SINGLE FAMILY,1225  NEELYS BEND RD, MADISON,0.26,GENERAL SERVICES DISTRICT,25000.0,121700.0,146700.0,1967,4,2,1,3742
28208,052 12 0 057.00,SINGLE FAMILY,644  CANTON PASS, MADISON,0.26,GENERAL SERVICES DISTRICT,25000.0,89300.0,117200.0,1966,3,2,0,3743
16977,052 12 0 058.00,SINGLE FAMILY,640  CANTON PASS, MADISON,0.3,GENERAL SERVICES DISTRICT,25000.0,94500.0,119500.0,1966,4,2,0,3744
47069,052 12 0 065.00,SINGLE FAMILY,612  CANTON PASS, MADISON,0.27,GENERAL SERVICES DISTRICT,25000.0,76400.0,101400.0,1966,3,1,0,3745
31267,052 12 0 069.00,SINGLE FAMILY,601  CANTON PASS, MADISON,0.22,GENERAL SERVICES DISTRICT,25000.0,68600.0,93600.0,1966,3,1,0,3746
28209,052 12 0 074.00,SINGLE FAMILY,621  CANTON PASS, MADISON,0.26,GENERAL SERVICES DISTRICT,25000.0,85300.0,110300.0,1967,3,1,0,3747
56129,052 12 0 075.00,SINGLE FAMILY,635 CANTON  PASS, MADISON,0.27,GENERAL SERVICES DISTRICT,25000.0,76700.0,105800.0,1966,3,1,0,3748
44130,052 12 0 077.00,SINGLE FAMILY,1228  SHAWNEE RD, MADISON,0.39,GENERAL SERVICES DISTRICT,27000.0,115200.0,142200.0,1967,3,2,0,3749
33114,052 12 0 083.00,SINGLE FAMILY,1252  SHAWNEE RD, MADISON,0.34,GENERAL SERVICES DISTRICT,27000.0,100700.0,128700.0,1970,4,2,0,3750
22794,052 12 0 085.00,SINGLE FAMILY,1322  SIOUX TER, MADISON,0.32,GENERAL SERVICES DISTRICT,27000.0,116500.0,144200.0,1971,3,3,0,3751
34841,052 12 0 101.00,SINGLE FAMILY,1238  APACHE LN, MADISON,0.39,GENERAL SERVICES DISTRICT,27000.0,106200.0,133200.0,1971,3,2,0,3752
39505,052 12 0 103.00,SINGLE FAMILY,1235  APACHE LN, MADISON,0.37,GENERAL SERVICES DISTRICT,27000.0,118600.0,145600.0,1969,3,2,0,3753
40719,052 12 0 109.00,SINGLE FAMILY,1253  SHAWNEE RD, MADISON,0.32,GENERAL SERVICES DISTRICT,27000.0,103700.0,130700.0,1974,3,2,0,3754
36567,052 12 0 112.00,SINGLE FAMILY,1204  CHEYENNE CT, MADISON,0.34,GENERAL SERVICES DISTRICT,27000.0,107400.0,158100.0,1971,3,2,0,3755
24082,052 13 0 040.00,SINGLE FAMILY,2638  MIAMI AVE, NASHVILLE,0.16,URBAN SERVICES DISTRICT,30000.0,104800.0,134800.0,2014,2,2,0,3766
20091,052 13 0 043.00,SINGLE FAMILY,2630  MIAMI AVE, NASHVILLE,0.15,URBAN SERVICES DISTRICT,30000.0,96500.0,126500.0,2014,2,2,0,3767
18640,052 13 0 044.00,SINGLE FAMILY,2628  MIAMI AVE, NASHVILLE,0.15,URBAN SERVICES DISTRICT,30000.0,99800.0,129800.0,2014,2,2,0,3768
52182,052 13 0 044.00,SINGLE FAMILY,2628 MIAMI  AVE, NASHVILLE,0.15,URBAN SERVICES DISTRICT,30000.0,99800.0,129800.0,2014,2,2,0,3768
27295,052 13 0 050.00,SINGLE FAMILY,2616  MIAMI AVE, NASHVILLE,0.15,URBAN SERVICES DISTRICT,30000.0,108500.0,138500.0,2014,2,2,0,3778
31520,052 13 0 050.00,SINGLE FAMILY,2616  MIAMI AVE, NASHVILLE,0.15,URBAN SERVICES DISTRICT,30000.0,108500.0,138500.0,2014,2,2,0,3778
10970,052 13 0 054.00,VACANT RES LAND,2608  MIAMI AVE, NASHVILLE,0.14,URBAN SERVICES DISTRICT,30000.0,210600.0,240600.0,2014,3,3,1,3782
10971,052 13 0 055.00,VACANT RES LAND,2606  MIAMI AVE, NASHVILLE,0.14,URBAN SERVICES DISTRICT,30000.0,221200.0,251200.0,2014,4,3,1,3783
29750,052 13 0 055.00,SINGLE FAMILY,2606  MIAMI AVE, NASHVILLE,0.14,URBAN SERVICES DISTRICT,30000.0,221200.0,251200.0,2014,4,3,1,3783
45595,052 13 0 069.00,SINGLE FAMILY,2149  WOODDALE LN, NASHVILLE,0.18,URBAN SERVICES DISTRICT,30000.0,127100.0,157100.0,2006,3,2,1,3791
44271,052 13 0 070.00,SINGLE FAMILY,2153  WOODDALE LN, NASHVILLE,0.18,URBAN SERVICES DISTRICT,30000.0,125400.0,155400.0,2006,3,2,1,3792
42185,052 13 0 074.00,SINGLE FAMILY,2169  WOODDALE LN, NASHVILLE,0.18,URBAN SERVICES DISTRICT,30000.0,121800.0,151800.0,2007,3,2,1,3793
29541,052 16 0 002.00,SINGLE FAMILY,810  NIX PASS, MADISON,0.55,GENERAL SERVICES DISTRICT,25000.0,146200.0,204000.0,1952,3,2,0,3901
53209,052 16 0 003.00,SINGLE FAMILY,809 NIX  PASS, MADISON,0.55,GENERAL SERVICES DISTRICT,18800.0,90100.0,108900.0,1952,2,1,0,3902
43154,052 16 0 006.00,SINGLE FAMILY,804  COGGIN PASS, MADISON,0.44,GENERAL SERVICES DISTRICT,25000.0,96100.0,121100.0,1954,3,2,0,3903
3302,052 16 0 014.00,SINGLE FAMILY,801  COGGIN PASS, MADISON,0.51,GENERAL SERVICES DISTRICT,25000.0,121200.0,147900.0,1953,3,2,0,3904
40720,052 16 0 016.00,SINGLE FAMILY,804  CANTON PASS, MADISON,0.46,GENERAL SERVICES DISTRICT,25000.0,77900.0,102900.0,1954,2,1,0,3905
12431,052 16 0 031.00,DUPLEX,732  ALLEN PASS, MADISON,0.47,GENERAL SERVICES DISTRICT,18800.0,86100.0,104900.0,1979,4,2,0,3906
56130,052 16 0 053.00,SINGLE FAMILY,1235 BERWICK  TRL, MADISON,0.52,GENERAL SERVICES DISTRICT,25000.0,68600.0,97100.0,1955,2,1,0,3907
9841,052 16 0 087.00,SINGLE FAMILY,411  SCHOOL PASS, MADISON,0.5,GENERAL SERVICES DISTRICT,25000.0,109500.0,135300.0,1957,2,2,0,3911
9842,052 16 0 095.00,SINGLE FAMILY,208  MANN RD, MADISON,0.8,GENERAL SERVICES DISTRICT,25000.0,90600.0,115600.0,1956,2,1,0,3912
4577,052 16 0 116.00,DUPLEX,608  PEELER TRL, MADISON,0.84,GENERAL SERVICES DISTRICT,18800.0,86100.0,104900.0,1979,4,2,0,3914
4578,053 00 0 033.00,SINGLE FAMILY,1308  APACHE LN, MADISON,0.61,GENERAL SERVICES DISTRICT,27000.0,68200.0,95200.0,2000,4,2,0,3926
7233,053 02 0 002.00,SINGLE FAMILY,287  MARTINGALE DR, OLD HICKORY,0.48,GENERAL SERVICES DISTRICT,17000.0,98800.0,125100.0,1940,3,2,0,3927
26408,053 02 0 005.00,SINGLE FAMILY,1204  FOWLER ST, OLD HICKORY,0.34,GENERAL SERVICES DISTRICT,17000.0,68200.0,85200.0,1940,2,1,0,3928
21576,053 02 0 007.00,SINGLE FAMILY,1300  FOWLER ST, OLD HICKORY,0.39,GENERAL SERVICES DISTRICT,13600.0,71900.0,85500.0,1940,3,1,0,3929
42186,053 02 0 012.00,SINGLE FAMILY,1215  CUNNINGHAM ST, OLD HICKORY,0.1,GENERAL SERVICES DISTRICT,17000.0,78300.0,95300.0,1934,4,1,0,3930
17174,053 02 0 013.00,SINGLE FAMILY,1214  FULLER ST, OLD HICKORY,0.11,GENERAL SERVICES DISTRICT,17000.0,74600.0,91600.0,1934,3,2,0,3931
42187,053 02 0 020.00,DUPLEX,1301  CUNNINGHAM ST, OLD HICKORY,0.17,GENERAL SERVICES DISTRICT,17000.0,56900.0,73900.0,1934,2,2,0,3932
10979,053 02 0 022.00,SINGLE FAMILY,1304  FULLER ST, OLD HICKORY,0.14,GENERAL SERVICES DISTRICT,17000.0,130200.0,147200.0,1934,4,2,0,3933
13558,053 02 0 025.00,SINGLE FAMILY,1301  FULLER ST, OLD HICKORY,0.28,GENERAL SERVICES DISTRICT,17000.0,97800.0,114800.0,1934,3,2,0,3934
3487,053 02 0 041.00,SINGLE FAMILY,1304  BRYAN ST, OLD HICKORY,0.2,GENERAL SERVICES DISTRICT,17000.0,91300.0,115900.0,1934,3,1,1,3937
18645,053 02 0 042.00,SINGLE FAMILY,1306  BRYAN ST, OLD HICKORY,0.2,GENERAL SERVICES DISTRICT,17000.0,54300.0,76600.0,1930,3,2,0,3938
